resort_id,point_longitude,point_latitude,point_municipality_bfs_id,point_municipality_name,point_municipality_canton,boundary_reference_year,selection_status,current_polygon_candidates,relationship_type,assignment_method,assignment_confidence,tourism_exposure_interpretation,bfs_hotel_universe,bfs_hotel_municipality_name,hotel_panel_name_present,source_id,query_source_id,source_sha256
fluelen_eggberge_fluelen,8.65191,46.902848,1201,Altdorf (UR),UR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c5240e5fc307,851efdccd5686734adae19e8b45815f1a1f948e8d3b914622688ccc35f4b2abd
flumserberg,9.266882,47.078072,3295,Quarten,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Quarten,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_13645f1848e2,34f7c1763fcf8c19ede9f4813a474c9fca1171c791aecb201f7e4d405d4e842b
friherrenberg_einsiedeln,8.76194,47.12733,1301,Einsiedeln,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Einsiedeln,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_06b6efd2808a,4432d2302230baaa9561a39e9a6b7a97ca48e0efbaeafa3da45ecb8e67aef6d8
gadmen,8.35102,46.738742,784,Innertkirchen,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Innertkirchen,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_ba34e974d503,3811bcf1cba08135a08bdf24503b9ad730f4b286cdeecde093b42ab7bd395c2f
gampel_jeizinen_jeizinen_feselalpe_gampel,7.722965,46.328142,6118,Gampel-Bratsch,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_13f259f5288b,c8fd6933a01300a9de728cf512c0e98c59788e297037381bbcafd931bfef1e17
gantrisch_gurnigel,7.45328,46.724344,880,Rüeggisberg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_022fd6670488,708342213e7bbb9653cedee2c66b2a2e51c69f5a219fd47a463e9a372867f12e
gemsstock_andermatt_gemsstock,8.605814,46.612422,1202,Andermatt,UR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Andermatt,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_6e472f9dd37f,c24f952e1eea2b02fcd270b7cabeb9d6a58bb7a1a33fcf610ea7e0c65f325d0e
gfellen_entlebuch_finsterwald,8.127464,46.956442,1002,Entlebuch,LU,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d69995a32661,24ceaba0559e43f9d603519621975046be176686fb8519b28065848c952fc265
ghoch,8.902917,47.333543,111,Bäretswil,ZH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_456be8432080,a611aa3b8088169e8e20a86dfe4183f68f7ad27723aae7d8cfef88287abb655d
gitschenen_skilift_gitschenen,8.502581,46.900566,1211,Isenthal,UR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_073f0b4f4030,bcbbbf93b43c848ddb1c35ef64ac18f9ad794bce80dfea224b972e1c5d756ec0
glacier_3000_les_diablerets,7.212782,46.318303,6265,Savièse,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_5ed5c3b1b18b,d725939a44795be80717a8e8c029c858aecb7fd4bbd8b0853edb0134838cc576
grachen,7.852221,46.193973,6285,Grächen,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_9e818caaa9d9,1f7e6ec6213fc05fa6cbac22170409bc94043e7ebe72244e3b1255b14fb2dff2
grimentz_zinal_grimentz_zinal,7.556791,46.180841,6252,Anniviers,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Anniviers,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_f5a9cd6bad72,1657c9bf7a15700b4b6078b08ac84e75d396c1baa000411ba241f7eb612d557b
grimmialp_diemtigtal,7.481089,46.561575,762,Diemtigen,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Diemtigen,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_00850049e3ce,0aee72a9fa4bba2bb0218858c5f5ac4a516a732743820f90fb33f460dc7765a7
grub_kaien,9.503018,47.441069,3031,Grub (AR),AR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_55700cf17fc0,6b864745b1fe0305431e0fe46b11adea76d760a407b51e27f0ba27602449f360
grusch_danusa,9.634493,46.961045,3961,Grüsch,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_a264b280639e,033a615b2f23a1410612fae36f17c36b7afbabd25be860ffc6a7f6f276c904c0
gstaad,7.318869,46.491597,843,Saanen,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Saanen,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e0df63cbf0c8,3b8c5f64468b79d0353cce3ff6cfba459380e69e048d27e703dcc885f1755bab
gurten_bern,7.440187,46.918543,355,Köniz,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Köniz,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c5ab3d183f3d,9b8894106016a9715433dfaaabe1fd91be67f521eb656a8bfb57874760e91b03
habkern,7.863808,46.727154,579,Habkern,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_aaa0470d1da2,e6285bdf1a3a7f81bd54976d3ca984e83ec40eb08b858a4154ef1a171426b17a
hamberg_gahwil,9.001708,47.39527,3392,Kirchberg (SG),SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_0d197db59bc7,00da985d7246ae46f024634c3a34faa078179194b79c4feabcbcf358335962c2
hapfere_plaffeien,7.280062,46.730875,2299,Plaffeien,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Plaffeien,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_768442058cc0,88185048ea7beec0f229b50ca93d9c38b138a074d6044f0e5606adeeaeb8526f
heiden_bischofsberg,9.533338,47.433732,3032,Heiden,AR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Heiden,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bcb3dc79bdfe,93b46efb3cfc7067276db2b4d5c2e573cc63602f54c70ce9dbdeeb9ed140f4e4
heiligenschwendi_hubelweid,7.684973,46.751028,927,Heiligenschwendi,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bf190d7d83cd,0fbc71fbd21a83c6155b956a1b7a56f208fc929d45d351e852d236da9d39f29e
heimenschwand_buchholterberg,7.681117,46.825759,923,Buchholterberg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_8d5e58641fc6,f2a6bbaa6bea10b73dadcaff1da52dd5b2db0378472a31f69a09c284bd0b608e
hemberg,9.173477,47.281835,3396,Neckertal,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Neckertal,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_3165699dfc37,de69616fc496715daff4e1fc1c9c39a1ab3aa75b521b2b5e2238f43b15556d9f
heuberge_fideriser_heuberge,9.724874,46.866294,3861,Fideris,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_a840cf4e1b4b,e8f00460ba067f7cb652eedfc3aac9c1e97404220b78b45ac1d7d3d6e947a65f
hoch_ybrig,8.784342,47.011221,1368,Oberiberg,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_76cd0c3414e9,ed768187122b0c8d9f3474d71be0694f8fe5189610835a80fa2a6ce8352f5995
hochstuckli_sattel_hochstuckli,8.653793,47.064568,1372,Schwyz,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Schwyz,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d6f0ef9e6c8e,6283b804c1fdba4c165a6059173f9cf49078c2ca466e1e45f21f171dea062622
hochwang,9.648889,46.840557,3921,Arosa,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Arosa,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4c40dad448bc,036770c5839d8c063c78cf702032ee839518061dcac5182589d9d386e5cc0775
hohe_winde_beinwil,7.594085,47.346791,2612,Beinwil (SO),SO,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d89d7be79f82,7e3acbabc6691254ede3549b97b74f11427e84c523268c494ec9b33d4831d9e4
hohsaas_saas_grund_hohsaas,7.965088,46.138512,6291,Saas-Grund,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Saas-Grund,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_a7fbc0358b88,b3e86cc8f0c34249d36c95b1b782ec4f05f452a23d1cdf725ef240cb55bfc02f
homberg_skilift_dreiligass_winteregg,7.677759,46.770492,931,Homberg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_66997aced7a5,539b7a10bca5eeef0a0d13c3d4443b9b575024430ec7faacda4b5c20c5a28931
hornli_schonengrund,9.21129,47.311824,3396,Neckertal,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Neckertal,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_555de83d08d1,8b2e5729dddfdab5105513613c8600120939f60f0d0874ddc19d44b4f5d25688
ibergeregg_skilifte_ibergeregg,8.728863,47.022003,1372,Schwyz,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Schwyz,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bf42264ee62b,6283b804c1fdba4c165a6059173f9cf49078c2ca466e1e45f21f171dea062622
jakobsbad_kronberg,9.321728,47.320672,3102,Gonten,AI,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Gonten,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d20d0c0dde84,c5478c40b69d9e35379f8bec9d9236c6874a5bacbaf856f7f0c62d9914aa3e23
jakobshorn_davos_jakobshorn,9.83654,46.774495,3851,Davos,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Davos,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_1288a2562c9a,53735db23a0b62a480b294109be1dc961d3831ac4ed999f9db7d892c97c34c8f
jaun_gastlosen,7.276211,46.610653,2138,Jaun,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_9fa3918dbd3c,4c431af1c9be8cd2850053a2cdd6af95c21cb4a1c7c580dd1e4f846dd23b2988
jaunpass,7.338685,46.592276,791,Boltigen,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_3fbcaeda60e8,81da04050d22b8dd4e43820cf62476c8f9d01511816e4c4e3432ffea9e3b59c7
junker_st_antonien,9.803253,46.971446,3891,Luzein,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_f5bee26e04f6,338cd07be0c54690ecc3282273324e9b2cd466ec9b315604efaefea2fa9c512a
kellerberg_skilift_kellerberg_haldi,8.688415,46.853117,1213,Schattdorf,UR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_f4168d2b2960,bdd35477a0fbe1082ae4369d399a3cadb5eb1aabc40d937ebe36af2ac95a4799
kerenzerberg,9.125776,47.105537,1630,Glarus Nord,GL,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Glarus Nord,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_85e4a88d2053,77b0bc1bbf0822d2cd5edbd06a2b12bc8a7a4357e6a9e1ecc8fd1d398fe4ddf6
kiental,7.710857,46.580575,567,Reichenbach im Kandertal,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Reichenbach im Kandertal,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_18f499b1f357,63db5f818c53548eebf14b9c1789b8e40f93a6d7a0bb5f7614a81c0dfbca41de
klausenbohl_gais_klausenbohl,9.459887,47.365886,3022,Gais,AR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Gais,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_884dc84b9bc2,8381638e64116c366e87b683d811ae74a8443f91783ea86884f610dfbcb49cbc
klewenalp_stockhutte,8.479385,46.939305,1501,Beckenried,NW,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Beckenried,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_dcd5cac0c8ee,a7fa293fecf22bc6ac68952d1191893280fcf3e0b339fdb3584396f34eeced69
la_berra_la_roche,7.175961,46.676091,2149,La Roche,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d1826cd6a9dc,6c2ab022bdcb2216146f758f96224dd09d38cc88407a784a461dc929e7be5253
la_brevine,6.604262,46.978921,6432,La Brévine,NE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_a320f1c08564,5773dd2804cb8381e4be07dc77315a86cc96257af5a785938ba132bb30f0fa25
la_corbatiere_la_roche_des_crocs,6.842594,47.069157,6421,La Chaux-de-Fonds,NE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,La Chaux-de-Fonds,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_87b5ff58f38a,e49f0073a5ce34fdebae03ade716ccd60d10bce43113d36a6e19f37f72f503bb
la_dole_jura_sur_leman,6.093979,46.43348,5719,Gingins,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_96ccdafca199,8a1f56aabc530184696391fdc541e410460e6255d64c244324f8e0368069b27b
la_forclaz,7.52618,46.091229,6083,Evolène,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Evolène,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bf558902bf90,efc7c2a312b465c696e7b39676c1ed21934a90da314cd588f43bfc57efed378b
la_lorette_bourg_saint_pierre,7.206459,45.954811,6032,Bourg-Saint-Pierre,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_492a27f13b72,6ba0328e5c8ae64450a341cf7625050506c2deead5764378cf1e5012558e8f11
la_robella,6.548667,46.874891,6512,Val-de-Travers,NE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c0ee2e8d89ac,f65d529be0bc66260d5bbf735a2cee6cc8159622f35dd19f195e6e70db000f6a
la_tzoumaz_mayens_de_riddes,7.224455,46.130363,6139,Riddes,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c59fd006a9a1,74af880fe1738b0d7f6d6e384de1a019b210c16bfd6cb1f3e0c4d1d721c8561a
laax_flims_laax_falera,9.217186,46.847979,3575,Laax,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Laax,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c446edacc494,c100c8529b94767bbcecc4e4379195383d8f9dff4df092bfdc6736497663d354
langenbruck,7.763203,47.34501,2888,Langenbruck,BL,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_ae714c379fce,32f4383b615012d0e26ea6ec309b0ef425dd30e771d3e0a71334b462ef41c8cb
langis_glaubenberg,8.118768,46.895185,1407,Sarnen,OW,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Sarnen,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_fd5fee4b9d59,384c58e41c950d56e67bb64eb4fbfa9168bff7048deaff57dbe04ae43213531c
languard_pontresina,9.907554,46.491566,3784,Pontresina,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Pontresina,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_1f7f7337f9cb,bd04f25ec1c23e6b35cfa1d9109fb84a657f0eee704d954c8c1aaf061b7c6cfb
lauchernalp_lotschental,7.770939,46.416677,6202,Wiler (Lötschen),VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_1bff468a1441,42beec3107d8d5dde38134a72d8982ee94d4527527c60af408230351938fab66
le_chaluet,7.388745,47.24311,690,Court,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d914d47ff12e,b8047d1107962dfc1e6bc118778aa94ed7522e30233f55449eed71e229f4235e
le_paquier_cret_du_puy,6.987315,47.091784,6487,Val-de-Ruz,NE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_336b44ad5ebe,f517ec9eb96c6358a25c7906c13c91c66df7365cad78338ec9b09d719681523c
lenk,7.431993,46.446255,792,Lenk,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Lenk,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e7aa087ef186,8cd49a231b43ed380a9c01f440a8af0d47e5aa34b1b1183e818e2a205ba17f78
les_breuleux,7.015157,47.194437,448,Villeret,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_5e9493661666,4a256676f3ac42cfb30b1d3129746aa9a0d351f2fdd924f3f1e491e021136226
les_bugnenets_savagnieres,7.018976,47.124286,443,Saint-Imier,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c6411ca26bf3,8f9f46347d5b836648e3c69f21fd25b13b4bd3eda5fe83c9b3d5f15f90d0b49d
les_diablerets_glacier_3000,7.14017,46.341773,5411,Ormont-Dessus,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Ormont-Dessus,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4d7924945835,7d6c132ca20ba4c977caa12361aa300e986328fe2c1e33f8002ad35779351a07
les_genevez,7.136436,47.248737,6748,Les Genevez (JU),JU,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_1e43e7af6ae9,b4cb8ee90d449623f68e47d8cb80ae27ff31f330525e95cdd7902c958a302c8d
les_loges,6.871577,47.070038,6487,Val-de-Ruz,NE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_8dbf73e45e47,6c32eaf2d5e40dc693850543a7964028010c229b7209673f1b15ced742871475
les_marecottes,7.004299,46.111683,6218,Salvan,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_2bdc161fa71a,5b42393c593202758f881db6d74fde5cdb3e6149438b9365de8e6d4269c86265
les_paccots_chatel_saint_denis,6.947823,46.521312,2325,Châtel-Saint-Denis,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_59b6098fda6d,3b3494636b166bd026607c95ff76dc5ca906c0d6b6a260c7573a429a8e494a96
les_pleiades,6.915979,46.495024,5892,Blonay - Saint-Légier,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Blonay - Saint-Légier,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_39daa6a93148,556e66e8c4949548f70c62555442a2dad3f00753d6d4ba5751da0d099cbca251
les_prevondes,6.933703,46.458319,5886,Montreux,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Montreux,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_145ed6337049,e988356f350f4993b5f93f53dba8a3d2ef391acca148bec4ff7d88cdbffcb593
les_verrieres,6.477439,46.899539,6511,Les Verrières,NE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_f0b89c0ce88c,4f30917ef31e2c4312c1324f644f1af42f6d2d24aebc520a2bec84194e051581
leukerbad,7.649295,46.368653,6102,Albinen,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_cbf88fb3041f,fa90ca2b0869e1e3e089cb2ab6ae2edc4e4a7d611d259673927037adb4121956
leysin_les_mosses_la_lecherette,7.009964,46.358421,5407,Leysin,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Leysin,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_07f2678bfcd4,ce4c26ca44230d91819a1084ca19ac9c549baa0d721cdbe7611addb4ca246e64
linden_skilift_linden,7.677598,46.838971,614,Linden,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_0c42da5e03cb,2b977de5657a7fc3a0edff4bca19935cb40f22365bfc13182e893feb387fb48d
lungern_turren_lungern_schonbuel,8.129403,46.788748,1405,Lungern,OW,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_a5bd80925a32,af970106c91e6ff5209f374309ef0211f63c866b7355718948833d7efd952b2b
madrisa_klosters_madrisa,9.867868,46.897446,3871,Klosters,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Klosters,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_328e5ddaacd6,6fbb36bbc8098e44e0096f48efbc36dc0c49001500d5cd387c9f1b15bacfd979
marchbachegg_marbach_marbachegg,7.899685,46.840233,1010,Escholzmatt-Marbach,LU,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_25c84441d994,574a77bf39fd6fd93b2ef1639343d431602ebdc62569149ea4b21975cd313f46
mastrils_skilift_mastrils,9.538779,46.967238,3955,Landquart,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_37b8b6e96a7b,d80122a677b90e9709713092fb1710536971502636634e8721b30c7f0ec2b683
