resort_id,resort_name_canonical,latitude,longitude,altitude_top_m,snow_station_code,snow_station_label,snow_station_latitude,snow_station_longitude,snow_station_elevation_m,snow_station_active_snapshot,snow_station_type,snow_station_distance_km,snow_station_elevation_gap_to_resort_top_m,snow_station_winter_coverage_share_2013_2025,snow_station_usable_winter_seasons,snow_proxy_quality,assignment_method,relationship_type,direct_slope_representation,source_ids,limitations
rinerhorn_davos_rinerhorn,Rinerhorn Davos Rinerhorn,46.745978,9.800406,2490,DAV3,Hanengretji,46.788833,9.77399,2455,True,SNOW_FLAT,5.172593761830497,35,0.9991511035653651,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
rossa,Rossa,46.372306,9.128048,1150,MES2,Pian Grand,46.414011,9.160297,2384,True,SNOW_FLAT,5.25569181531893,1234,0.9978777589134126,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
samnaun_silvretta_arena_samnaun_ischgl,Samnaun Silvretta Arena Samnaun / Ischgl,46.981189,10.374098,2900,SMN2,Ravaischer Salaas,46.95638,10.33834,2512,True,SNOW_FLAT,3.869368534317143,388,0.9987266553480475,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
sarn_heinzenberg,Sarn - Heinzenberg,46.722506,9.395306,2075,VLS2,Alp Calasa,46.674411,9.205241,2064,True,SNOW_FLAT,15.44980558880328,11,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
savognin,Savognin,46.5873,9.555016,2713,PMA2,Colms da Parsonz,46.580076,9.537387,2429,True,SNOW_FLAT,1.568564908679019,284,0.9910865874363328,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
schatzalp_davos_schatzalp_strela,Schatzalp Davos Schatzalp - Strela,46.801235,9.814396,2353,SLF2,Davos Stilli (SLF),46.812767,9.848265,1563,True,SNOW_FLAT,2.8790463671374478,790,0.9987266553480475,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
splugen_rheinwald,Splügen Rheinwald,46.530701,9.314003,2215,HTR3,Unter Surettasee,46.53655,9.348527,2200,True,SNOW_FLAT,2.719795685203289,15,0.9987266553480475,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
survih_samedan,Survih - Samedan,46.528848,9.862564,1925,BEV2,Valetta,46.539564,9.83709,2512,True,SNOW_FLAT,2.2840429588560296,587,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
tenna,Tenna,46.751383,9.341305,1780,VLS2,Alp Calasa,46.674411,9.205241,2064,True,SNOW_FLAT,13.448742887676294,284,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
tschappina_tschappina_urmein_heinzenberg,Tschappina Tschappina - Urmein - Heinzenberg,46.694844,9.362669,2180,VLS2,Alp Calasa,46.674411,9.205241,2064,True,SNOW_FLAT,12.221860199894396,116,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
tschiertschen,Tschiertschen,46.803827,9.589434,2400,TAM3,Schaftäli,46.890984,9.458167,2166,True,SNOW_FLAT,13.913453552279226,234,0.9915110356536503,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
vals,Vals,46.605229,9.144316,3000,HTR2,Alp Piänetsch,46.544379,9.204335,2147,True,SNOW_FLAT,8.174843618649794,853,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
valtgeva_druni_kidsarena_sedrun,Valtgeva Druni KidsArena Sedrun,46.681679,8.766299,1550,TUJ2,Culmatsch,46.68388,8.723751,2262,True,SNOW_FLAT,3.2549433783972406,712,0.9995755517826825,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
zuoz,Zuoz,46.611125,9.949408,2340,KES2,Porta d'Es-cha,46.621284,9.898139,2727,True,SNOW_FLAT,4.075499885611289,387,0.9995755517826825,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
brot_plamboz,Brot - Plamboz,46.971794,6.742194,1272,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,55.32259406070119,435,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
chapeau_rable_la_chaux_de_fonds,Chapeau Rablé La Chaux - de - Fonds,47.099517,6.803112,1250,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,63.04654855522282,457,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
cret_meuron,Crêt - Meuron,47.067509,6.859999,1350,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,57.685551909624735,357,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
cote_aux_fees_la_cote_aux_fees,Côte - aux - Fées La Côte - aux - Fées,46.865496,6.499678,1150,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,56.34055085282707,558,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
la_brevine,La Brévine,46.978921,6.604262,1308,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,62.05828391369807,400,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
la_corbatiere_la_roche_des_crocs,La Corbatière - La Roche - des - Crocs,47.069157,6.842594,1350,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,58.57073191347173,357,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
la_robella,La Robella,46.874891,6.548667,1457,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,54.72821156919763,251,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
le_chaluet,Le Chaluet,47.24311,7.388745,740,STH2,Vorderstocken,46.682049,7.519649,1791,True,SNOW_FLAT,63.17315218164973,1051,0.9987266553480475,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
le_paquier_cret_du_puy,Le Pâquier Crêt - du - Puy,47.091784,6.987315,1260,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,55.486955138541234,447,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
les_breuleux,Les Breuleux,47.194437,7.015157,1250,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,65.45885577843434,457,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
les_bugnenets_savagnieres,Les Bugnenets - Savagnières,47.124286,7.018976,1440,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,57.97409570903085,267,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
les_genevez,Les Genevez,47.248737,7.136436,1147,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,69.25965003733815,560,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
les_loges,Les Loges,47.070038,6.871577,1260,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,57.446422364830816,447,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
les_verrieres,Les Verrières,46.899539,6.477439,1000,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,60.295363575961474,708,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
nods_chasseral,Nods - Chasseral,47.118433,7.07693,1025,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,56.02341911196387,682,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
pres_d_orvin_les_pres_d_orvin,Prés - d'Orvin Les Prés - d'Orvin,47.145226,7.170349,1230,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,57.49930128172074,477,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
saint_imier_mont_soleil,Saint - Imier - Mont Soleil,47.154704,6.994514,1460,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,61.784880259644645,247,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
sommartel_le_locle,Sommartel Le Locle,47.033046,6.745563,1301,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,59.97916643386071,406,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
sous_le_mont,Sous le Mont,47.21631,7.217651,920,STH2,Vorderstocken,46.682049,7.519649,1791,True,SNOW_FLAT,63.67649195249482,871,0.9987266553480475,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
tramelan,Tramelan,47.20954,7.085334,1200,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,65.69374194251303,507,1.0,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
attinghausen_brusti_attinghausen,Attinghausen Brüsti - Attinghausen,46.857234,8.622749,1593,SCA2,Seewli,46.812955,8.717343,2032,True,SNOW_FLAT,8.71888948549071,439,0.9987266553480475,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
bennau_einsiedeln,Bennau Einsiedeln,47.143675,8.731658,1020,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,13.970761783168015,681,0.9995755517826825,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
biel_kinzig,Biel - Kinzig,46.901693,8.710227,1930,MUO2,Rupperslaui,46.938217,8.745621,2083,True,SNOW_FLAT,4.870322855777198,153,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
brunni_haggenegg,Brunni - Haggenegg,47.041001,8.705914,1500,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,9.076881060215557,201,0.9995755517826825,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
brunni_brunni_bahnen_engelberg,Brunni Brunni - Bahnen Engelberg,46.831895,8.409519,2080,TIT2,Titlisboden,46.786009,8.409482,2149,True,SNOW_FLAT,5.102298228632242,69,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
brunni_skilift_brunni,Brunni Skilift Brunni,47.031408,8.699369,1200,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,9.563382043878619,501,0.9995755517826825,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
dallenwil_wirzweli,Dallenwil - Wirzweli,46.914393,8.363085,1600,TIT2,Titlisboden,46.786009,8.409482,2149,True,SNOW_FLAT,14.705238927436918,549,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
engelberg_titlis,Engelberg Titlis,46.787191,8.410892,3028,TIT2,Titlisboden,46.786009,8.409482,2149,True,SNOW_FLAT,0.169703552579041,879,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
fluelen_eggberge_fluelen,Flüelen Eggberge / Flüelen,46.902848,8.65191,1700,MUO2,Rupperslaui,46.938217,8.745621,2083,True,SNOW_FLAT,8.131470770090212,383,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
friherrenberg_einsiedeln,Friherrenberg Einsiedeln,47.12733,8.76194,1115,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,11.289900466718038,586,0.9995755517826825,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
gemsstock_andermatt_gemsstock,Gemsstock Andermatt - Gemsstock,46.612422,8.605814,2961,VAL2,Vallascia,46.549038,8.61379,2268,True,SNOW_FLAT,7.074301883549794,693,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
gfellen_entlebuch_finsterwald,Gfellen Entlebuch - Finsterwald,46.956442,8.127464,1250,SCB2,Schönbüel,46.779375,8.103438,1777,True,SNOW_FLAT,19.773518267973255,527,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
gitschenen_skilift_gitschenen,Gitschenen Skilift Gitschenen,46.900566,8.502581,1580,TIT2,Titlisboden,46.786009,8.409482,2149,True,SNOW_FLAT,14.573921640870667,569,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
hoch_ybrig,Hoch - Ybrig,47.011221,8.784342,1820,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,4.117884496794236,119,0.9995755517826825,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
hochstuckli_sattel_hochstuckli,Hochstuckli Sattel Hochstuckli,47.064568,8.653793,1600,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,13.399651535659931,101,0.9995755517826825,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
ibergeregg_skilifte_ibergeregg,Ibergeregg Skilifte Ibergeregg,47.022003,8.728863,1600,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,7.469514457667817,101,0.9995755517826825,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
kellerberg_skilift_kellerberg_haldi,Kellerberg Skilift Kellerberg / Haldi,46.853117,8.688415,1390,SCA2,Seewli,46.812955,8.717343,2032,True,SNOW_FLAT,4.978568653358869,642,0.9987266553480475,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
klewenalp_stockhutte,Klewenalp - Stockhütte,46.939305,8.479385,2001,TIT2,Titlisboden,46.786009,8.409482,2149,True,SNOW_FLAT,17.855080089690844,148,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
langis_glaubenberg,Langis Glaubenberg,46.895185,8.118768,1600,SCB2,Schönbüel,46.779375,8.103438,1777,True,SNOW_FLAT,12.930190044336356,177,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
lungern_turren_lungern_schonbuel,Lungern - Turren Lungern - Schönbüel,46.788748,8.129403,2011,SCB2,Schönbüel,46.779375,8.103438,1777,True,SNOW_FLAT,2.2348961317223077,234,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
marchbachegg_marbach_marbachegg,Marchbachegg Marbach - Marbachegg,46.840233,7.899685,1500,ROA2,Rotschalp,46.774319,7.993941,1875,True,SNOW_FLAT,10.25572070040444,375,0.99830220713073,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
melchsee_frutt,Melchsee - Frutt,46.775788,8.278284,2255,GAD2,Gschletteregg,46.744189,8.397488,2063,True,SNOW_FLAT,9.736449477697773,192,0.9995755517826825,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
mythenregion,Mythenregion,47.022968,8.710206,1898,YBR2,Wanne,47.035458,8.825416,1701,True,SNOW_FLAT,8.841910339978154,197,0.9995755517826825,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
