station_abbr,month_date,daily_rows_present,temperature_mean_observed_days,temperature_min_observed_days,temperature_max_observed_days,precipitation_observed_days,invalid_negative_precipitation_days,air_temperature_mean_c,air_temperature_daily_min_mean_c,air_temperature_daily_max_mean_c,freezing_days,precipitation_total_mm,precipitation_days_ge_1mm,calendar_days,temperature_mean_coverage_share,temperature_min_coverage_share,temperature_max_coverage_share,precipitation_coverage_share,freezing_day_share_observed,precipitation_day_ge_1mm_share_observed,month_weather_proxy_usable,calendar_month,climatology_years,air_temperature_2013_2025_normal_c,precipitation_2013_2025_normal_mm,air_temperature_anomaly_c,precipitation_anomaly_mm,precipitation_ratio_to_2013_2025_normal,weather_source_id,precipitation_observation_window,weather_station_name,weather_station_elevation_m,weather_station_latitude,weather_station_longitude
EVO,2024-07-01,31,31,31,31,31,0,14.435483870967742,10.087096774193547,19.693548387096776,0,84.89999999999999,10,31,1.0,1.0,1.0,1.0,0.0,0.3225806451612903,True,7,12,13.833333333333334,86.125,0.6021505376344081,-1.2250000000000085,0.98577648766328,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2024-08-01,31,31,31,31,31,0,15.312903225806451,11.258064516129032,20.483870967741936,0,51.2,7,31,1.0,1.0,1.0,1.0,0.0,0.22580645161290322,True,8,13,13.423573200992555,78.65384615384616,1.889330024813896,-27.453846153846158,0.6509535452322738,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2024-09-01,30,30,30,30,30,0,7.9366666666666665,4.496666666666667,12.533333333333333,6,97.39999999999999,12,30,1.0,1.0,1.0,1.0,0.2,0.4,True,9,13,9.726923076923077,48.861538461538466,-1.7902564102564105,48.538461538461526,1.993387909319899,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2024-10-01,31,31,31,31,31,0,7.383870967741935,4.380645161290323,11.5,2,84.6,10,31,1.0,1.0,1.0,1.0,0.06451612903225806,0.3225806451612903,True,10,13,6.754838709677419,58.15384615384615,0.629032258064516,26.44615384615384,1.4547619047619047,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2024-11-01,30,30,30,30,30,0,2.8800000000000003,-0.23,7.586666666666667,14,68.6,7,30,1.0,1.0,1.0,1.0,0.4666666666666667,0.23333333333333334,True,11,13,1.582051282051282,57.43846153846154,1.2979487179487184,11.161538461538456,1.1943216820677647,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2024-12-01,31,31,31,31,31,0,-0.3709677419354839,-3.5677419354838706,2.8419354838709676,23,68.7,9,31,1.0,1.0,1.0,1.0,0.7419354838709677,0.2903225806451613,True,12,13,0.022332506203473927,57.00769230769231,-0.3933002481389578,11.692307692307693,1.2051005262447714,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-01-01,31,31,31,31,31,0,-0.8548387096774194,-3.9129032258064513,2.406451612903226,29,69.0,10,31,1.0,1.0,1.0,1.0,0.9354838709677419,0.3225806451612903,True,1,13,-2.2506203473945408,57.676923076923075,1.3957816377171213,11.323076923076925,1.196319018404908,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-02-01,28,28,28,28,28,0,0.025000000000000005,-2.9,3.3892857142857147,24,4.8999999999999995,2,28,1.0,1.0,1.0,1.0,0.8571428571428571,0.07142857142857142,True,2,13,-1.3829480863963621,39.23076923076923,1.407948086396362,-34.330769230769235,0.1249019607843137,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-03-01,31,31,31,31,31,0,1.3806451612903228,-2.229032258064516,6.483870967741935,29,14.599999999999998,5,31,1.0,1.0,1.0,1.0,0.9354838709677419,0.16129032258064516,True,3,13,0.5575682382133995,47.284615384615385,0.8230769230769233,-32.684615384615384,0.30876850496176994,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-04-01,30,30,30,30,30,0,5.37,1.25,10.729999999999999,8,125.69999999999997,6,30,1.0,1.0,1.0,1.0,0.26666666666666666,0.2,True,4,13,3.8202564102564103,51.41538461538461,1.5497435897435898,74.28461538461536,2.4447935368043083,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-05-01,31,31,31,31,31,0,7.119354838709677,3.4096774193548387,11.958064516129031,1,91.69999999999999,15,31,1.0,1.0,1.0,1.0,0.03225806451612903,0.4838709677419355,True,5,13,6.57196029776675,91.56153846153846,0.5473945409429275,0.1384615384615273,1.0015122238091236,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-06-01,30,30,30,30,30,0,14.81,9.813333333333333,20.53666666666667,0,59.3,12,30,1.0,1.0,1.0,1.0,0.0,0.4,True,6,13,11.884102564102564,78.64615384615385,2.9258974358974363,-19.346153846153854,0.7540101721439749,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-07-01,31,31,31,31,31,0,12.270967741935483,8.183870967741935,17.516129032258064,0,87.5,14,31,1.0,1.0,1.0,1.0,0.0,0.45161290322580644,True,7,12,13.833333333333334,86.125,-1.5623655913978514,1.375,1.0159651669085632,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-08-01,31,31,31,31,31,0,14.464516129032257,10.096774193548388,20.070967741935487,0,43.6,10,31,1.0,1.0,1.0,1.0,0.0,0.3225806451612903,True,8,13,13.423573200992555,78.65384615384616,1.0409429280397013,-35.05384615384616,0.5543276283618581,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-09-01,30,30,30,30,30,0,9.67,5.9399999999999995,14.863333333333333,0,58.70000000000001,10,30,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,True,9,13,9.726923076923077,48.861538461538466,-0.056923076923077076,9.838461538461544,1.201353904282116,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-10-01,31,31,31,31,31,0,5.52258064516129,1.7193548387096773,10.596774193548388,9,59.8,8,31,1.0,1.0,1.0,1.0,0.2903225806451613,0.25806451612903225,True,10,13,6.754838709677419,58.15384615384615,-1.2322580645161292,1.6461538461538439,1.0283068783068783,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-11-01,30,30,30,30,30,0,1.3333333333333333,-2.216666666666667,5.21,19,36.8,9,30,1.0,1.0,1.0,1.0,0.6333333333333333,0.3,True,11,13,1.582051282051282,57.43846153846154,-0.24871794871794872,-20.63846153846154,0.6406856836748359,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2025-12-01,31,31,31,31,31,0,1.4,-1.4903225806451614,5.003225806451613,19,9.399999999999999,2,31,1.0,1.0,1.0,1.0,0.6129032258064516,0.06451612903225806,True,12,13,0.022332506203473927,57.00769230769231,1.377667493796526,-47.60769230769231,0.16489002833625688,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2026-01-01,31,31,31,31,31,0,-3.0580645161290323,-5.932258064516129,0.3903225806451613,29,21.4,3,31,1.0,1.0,1.0,1.0,0.9354838709677419,0.0967741935483871,True,1,13,-2.2506203473945408,57.676923076923075,-0.8074441687344915,-36.276923076923076,0.3710322752734062,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2026-02-01,28,28,28,28,28,0,-0.03928571428571426,-2.8,3.4142857142857146,22,60.4,10,28,1.0,1.0,1.0,1.0,0.7857142857142857,0.35714285714285715,True,2,13,-1.3829480863963621,39.23076923076923,1.3436623721106478,21.169230769230765,1.5396078431372549,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
EVO,2026-03-01,31,31,31,31,31,0,0.12580645161290327,-3.458064516129032,5.035483870967742,28,45.300000000000004,7,31,1.0,1.0,1.0,1.0,0.9032258064516129,0.22580645161290322,True,3,13,0.5575682382133995,47.284615384615385,-0.43176178660049624,-1.9846153846153811,0.9580283064909713,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Evolène / Villa,1825.0,46.112211,7.508631
GRC,2013-01-01,31,31,31,31,31,0,-2.7129032258064516,-5.790322580645161,1.2000000000000002,30,19.1,4,31,1.0,1.0,1.0,1.0,0.967741935483871,0.12903225806451613,True,1,13,-2.2937965260545905,43.54615384615385,-0.4191066997518611,-24.446153846153848,0.4386150856739092,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-02-01,28,28,28,28,28,0,-5.1571428571428575,-8.928571428571429,-0.08571428571428573,28,30.8,6,28,1.0,1.0,1.0,1.0,1.0,0.21428571428571427,True,2,13,-0.9607995452823039,26.615384615384617,-4.196343311860554,4.184615384615384,1.1572254335260115,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-03-01,31,31,31,31,31,0,0.44516129032258067,-3.338709677419355,5.435483870967742,28,16.0,5,31,1.0,1.0,1.0,1.0,0.9032258064516129,0.16129032258064516,True,3,13,1.448138957816377,35.16923076923077,-1.0029776674937962,-19.169230769230772,0.4549431321084864,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-04-01,30,30,30,30,30,0,5.806666666666667,1.1733333333333333,10.973333333333333,14,91.7,9,30,1.0,1.0,1.0,1.0,0.4666666666666667,0.3,True,4,13,5.206666666666667,49.400000000000006,0.5999999999999996,42.3,1.8562753036437245,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-05-01,31,31,31,31,31,0,6.435483870967742,2.4612903225806453,11.796774193548387,7,103.9,12,31,1.0,1.0,1.0,1.0,0.22580645161290322,0.3870967741935484,True,5,13,8.44789081885856,61.107692307692304,-2.0124069478908186,42.7923076923077,1.70027693856999,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-06-01,30,30,30,30,30,0,11.323333333333332,6.83,16.796666666666667,0,29.1,4,30,1.0,1.0,1.0,1.0,0.0,0.13333333333333333,True,6,13,13.812051282051282,49.06923076923077,-2.48871794871795,-19.96923076923077,0.5930396613889325,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-07-01,31,31,31,31,31,0,15.890322580645162,11.206451612903225,21.9741935483871,0,52.900000000000006,10,31,1.0,1.0,1.0,1.0,0.0,0.3225806451612903,True,7,13,15.622332506203474,54.56153846153846,0.26799007444168765,-1.6615384615384556,0.9695474411391514,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-08-01,31,31,31,31,31,0,14.341935483870968,9.951612903225806,20.10967741935484,0,55.900000000000006,5,31,1.0,1.0,1.0,1.0,0.0,0.16129032258064516,True,8,13,15.043920595533498,57.315384615384616,-0.7019851116625304,-1.4153846153846104,0.9753053281438734,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-09-01,30,30,30,30,30,0,10.953333333333335,7.236666666666666,16.313333333333336,0,30.7,6,30,1.0,1.0,1.0,1.0,0.0,0.2,True,9,13,11.056666666666668,32.01538461538461,-0.1033333333333335,-1.3153846153846125,0.9589139836617012,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-10-01,31,31,31,31,31,0,7.570967741935483,4.464516129032258,11.774193548387096,4,37.0,7,31,1.0,1.0,1.0,1.0,0.12903225806451613,0.22580645161290322,True,10,13,7.3188585607940455,52.16923076923077,0.25210918114143777,-15.169230769230772,0.7092303155411382,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-11-01,30,30,30,30,30,0,-0.41333333333333333,-3.036666666666667,2.9366666666666665,21,71.29999999999998,13,30,1.0,1.0,1.0,1.0,0.7,0.43333333333333335,True,11,13,1.851025641025641,48.93076923076922,-2.2643589743589745,22.36923076923076,1.4571608237698475,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2013-12-01,31,31,31,31,31,0,0.05806451612903227,-2.8548387096774195,3.7580645161290325,25,32.2,3,31,1.0,1.0,1.0,1.0,0.8064516129032258,0.0967741935483871,True,12,13,-0.33449131513647645,43.93846153846154,0.39255583126550875,-11.738461538461536,0.732843137254902,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-01-01,31,31,31,31,31,0,-1.2645161290322582,-3.9838709677419355,2.135483870967742,27,29.000000000000004,8,31,1.0,1.0,1.0,1.0,0.8709677419354839,0.25806451612903225,True,1,13,-2.2937965260545905,43.54615384615385,1.0292803970223323,-14.546153846153846,0.6659600777247836,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-02-01,28,28,28,28,28,0,-1.9214285714285713,-4.567857142857143,1.3,28,62.400000000000006,13,28,1.0,1.0,1.0,1.0,1.0,0.4642857142857143,True,2,13,-0.9607995452823039,26.615384615384617,-0.9606290261462673,35.78461538461539,2.344508670520231,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-03-01,31,31,31,31,31,0,2.2129032258064516,-1.5064516129032257,7.096774193548387,17,28.6,3,31,1.0,1.0,1.0,1.0,0.5483870967741935,0.0967741935483871,True,3,13,1.448138957816377,35.16923076923077,0.7647642679900746,-6.569230769230771,0.8132108486439195,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-04-01,30,30,30,30,30,0,5.843333333333334,1.74,10.870000000000001,8,59.4,7,30,1.0,1.0,1.0,1.0,0.26666666666666666,0.23333333333333334,True,4,13,5.206666666666667,49.400000000000006,0.6366666666666667,9.999999999999993,1.2024291497975708,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-05-01,31,31,31,31,31,0,7.283870967741936,2.7580645161290325,12.748387096774193,8,37.800000000000004,6,31,1.0,1.0,1.0,1.0,0.25806451612903225,0.1935483870967742,True,5,13,8.44789081885856,61.107692307692304,-1.1640198511166249,-23.3076923076923,0.6185800604229609,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-06-01,30,30,30,30,30,0,13.23,8.263333333333334,19.316666666666666,0,28.4,8,30,1.0,1.0,1.0,1.0,0.0,0.26666666666666666,True,6,13,13.812051282051282,49.06923076923077,-0.5820512820512818,-20.669230769230772,0.5787741025239065,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-07-01,31,31,31,31,31,0,12.583870967741936,8.53225806451613,17.54516129032258,0,126.1,11,31,1.0,1.0,1.0,1.0,0.0,0.3548387096774194,True,7,13,15.622332506203474,54.56153846153846,-3.0384615384615383,71.53846153846153,2.311151839842098,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-08-01,31,31,31,31,31,0,11.706451612903225,7.938709677419355,16.81935483870968,0,75.1,14,31,1.0,1.0,1.0,1.0,0.0,0.45161290322580644,True,8,13,15.043920595533498,57.315384615384616,-3.3374689826302735,17.78461538461538,1.310293920279157,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-09-01,30,30,30,30,30,0,11.063333333333333,7.3966666666666665,16.136666666666667,0,19.8,5,30,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,True,9,13,11.056666666666668,32.01538461538461,0.006666666666664156,-12.215384615384611,0.6184526669870256,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-10-01,31,31,31,31,31,0,8.36774193548387,5.112903225806452,12.912903225806453,3,29.200000000000003,7,31,1.0,1.0,1.0,1.0,0.0967741935483871,0.22580645161290322,True,10,13,7.3188585607940455,52.16923076923077,1.048883374689825,-22.96923076923077,0.5597168976703037,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-11-01,30,30,30,30,30,0,4.153333333333333,1.72,7.569999999999999,11,89.7,7,30,1.0,1.0,1.0,1.0,0.36666666666666664,0.23333333333333334,True,11,13,1.851025641025641,48.93076923076922,2.3023076923076924,40.76923076923078,1.8332023266781956,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2014-12-01,31,31,31,31,31,0,-1.429032258064516,-3.851612903225807,1.535483870967742,26,24.899999999999995,6,31,1.0,1.0,1.0,1.0,0.8387096774193549,0.1935483870967742,True,12,13,-0.33449131513647645,43.93846153846154,-1.0945409429280395,-19.038461538461544,0.5667016806722688,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-01-01,31,31,31,31,31,0,-2.129032258064516,-5.038709677419354,1.232258064516129,30,28.099999999999998,8,31,1.0,1.0,1.0,1.0,0.967741935483871,0.25806451612903225,True,1,13,-2.2937965260545905,43.54615384615385,0.1647642679900745,-15.446153846153852,0.6452923511747041,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-02-01,28,28,28,28,28,0,-3.5,-6.264285714285714,0.225,28,22.0,4,28,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,True,2,13,-0.9607995452823039,26.615384615384617,-2.539200454717696,-4.615384615384617,0.8265895953757225,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-03-01,31,31,31,31,31,0,1.6870967741935483,-1.8129032258064517,6.087096774193548,21,39.2,8,31,1.0,1.0,1.0,1.0,0.6774193548387096,0.25806451612903225,True,3,13,1.448138957816377,35.16923076923077,0.23895781637717128,4.030769230769231,1.1146106736657917,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-04-01,30,30,30,30,30,0,5.706666666666666,1.2533333333333334,11.18,10,20.1,5,30,1.0,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,True,4,13,5.206666666666667,49.400000000000006,0.4999999999999991,-29.300000000000004,0.4068825910931174,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-05-01,31,31,31,31,31,0,8.929032258064517,4.229032258064516,14.351612903225806,5,103.10000000000001,12,31,1.0,1.0,1.0,1.0,0.16129032258064516,0.3870967741935484,True,5,13,8.44789081885856,61.107692307692304,0.4811414392059561,41.992307692307705,1.6871852970795571,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-06-01,30,30,30,30,30,0,13.770000000000001,9.093333333333334,19.476666666666667,0,39.3,7,30,1.0,1.0,1.0,1.0,0.0,0.23333333333333334,True,6,13,13.812051282051282,49.06923076923077,-0.042051282051280836,-9.769230769230774,0.8009092334221664,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-07-01,31,31,31,31,31,0,17.712903225806453,12.432258064516128,24.13225806451613,0,33.1,6,31,1.0,1.0,1.0,1.0,0.0,0.1935483870967742,True,7,13,15.622332506203474,54.56153846153846,2.0905707196029795,-21.46153846153846,0.6066544480473707,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-08-01,31,31,31,31,31,0,14.80967741935484,10.73225806451613,20.06451612903226,0,74.6,8,31,1.0,1.0,1.0,1.0,0.0,0.25806451612903225,True,8,13,15.043920595533498,57.315384615384616,-0.23424317617865853,17.28461538461538,1.301570259025634,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-09-01,30,30,30,30,30,0,8.833333333333334,5.286666666666666,13.93,0,24.8,5,30,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,True,9,13,11.056666666666668,32.01538461538461,-2.2233333333333345,-7.215384615384611,0.7746275828928401,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-10-01,31,31,31,31,31,0,5.587096774193548,2.729032258064516,10.006451612903225,7,32.3,8,31,1.0,1.0,1.0,1.0,0.22580645161290322,0.25806451612903225,True,10,13,7.3188585607940455,52.16923076923077,-1.7317617866004973,-19.869230769230775,0.6191388970805072,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-11-01,30,30,30,30,30,0,3.6366666666666663,0.5566666666666668,7.63,10,39.9,2,30,1.0,1.0,1.0,1.0,0.3333333333333333,0.06666666666666667,True,11,13,1.851025641025641,48.93076923076922,1.7856410256410253,-9.030769230769224,0.8154378242414716,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2015-12-01,31,31,31,31,31,0,3.032258064516129,0.4,6.793548387096774,12,1.1,1,31,1.0,1.0,1.0,1.0,0.3870967741935484,0.03225806451612903,True,12,13,-0.33449131513647645,43.93846153846154,3.3667493796526053,-42.83846153846154,0.025035014005602242,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-01-01,31,31,31,31,31,0,-1.9483870967741934,-4.587096774193549,0.9677419354838711,27,60.39999999999999,11,31,1.0,1.0,1.0,1.0,0.8709677419354839,0.3548387096774194,True,1,13,-2.2937965260545905,43.54615384615385,0.3454094292803971,16.853846153846142,1.3870340929164455,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-02-01,29,29,29,29,29,0,-1.3448275862068966,-4.379310344827586,1.9931034482758623,26,66.89999999999999,12,29,1.0,1.0,1.0,1.0,0.896551724137931,0.41379310344827586,True,2,13,-0.9607995452823039,26.615384615384617,-0.38402804092459264,40.28461538461538,2.5135838150289014,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-03-01,31,31,31,31,31,0,-0.5774193548387097,-4.290322580645161,4.054838709677419,28,19.0,5,31,1.0,1.0,1.0,1.0,0.9032258064516129,0.16129032258064516,True,3,13,1.448138957816377,35.16923076923077,-2.025558312655087,-16.169230769230772,0.5402449693788276,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-04-01,30,30,30,30,30,0,4.36,0.6133333333333333,8.99,13,54.5,8,30,1.0,1.0,1.0,1.0,0.43333333333333335,0.26666666666666666,True,4,13,5.206666666666667,49.400000000000006,-0.8466666666666667,5.099999999999994,1.103238866396761,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-05-01,31,31,31,31,31,0,7.203225806451614,2.954838709677419,12.280645161290321,7,60.1,7,31,1.0,1.0,1.0,1.0,0.22580645161290322,0.22580645161290322,True,5,13,8.44789081885856,61.107692307692304,-1.244665012406947,-1.0076923076923023,0.9835095669687816,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-06-01,30,30,30,30,30,0,11.573333333333332,7.506666666666666,16.71,0,43.2,13,30,1.0,1.0,1.0,1.0,0.0,0.43333333333333335,True,6,13,13.812051282051282,49.06923076923077,-2.23871794871795,-5.869230769230768,0.8803887756701678,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-07-01,31,31,31,31,31,0,15.296774193548387,10.264516129032257,21.38064516129032,0,25.800000000000004,7,31,1.0,1.0,1.0,1.0,0.0,0.22580645161290322,True,7,13,15.622332506203474,54.56153846153846,-0.3255583126550867,-28.761538461538457,0.47286056675595667,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-08-01,31,31,31,31,31,0,15.109677419354838,10.19032258064516,21.141935483870967,0,16.3,4,31,1.0,1.0,1.0,1.0,0.0,0.12903225806451613,True,8,13,15.043920595533498,57.315384615384616,0.0657568238213404,-41.01538461538462,0.28439135686485034,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
GRC,2016-09-01,30,30,30,30,30,0,12.213333333333333,8.54,17.773333333333333,0,27.5,8,30,1.0,1.0,1.0,1.0,0.0,0.26666666666666666,True,9,13,11.056666666666668,32.01538461538461,1.1566666666666645,-4.515384615384612,0.85896203748198,METEOSWISS_SMN_DAILY_SELECTED,06:00_UTC_to_06:00_UTC_next_day,Grächen,1605.0,46.195314,7.836822
