official_destination_id,official_destination_name,official_destination_path,official_regions,official_region_codes,official_coordinate_count,official_latitude_first,official_longitude_first,candidate_resort_id,entity_resolution_method,entity_resolution_status,current_member_snapshot,snapshot_retrieval_date,source_id,source_url,source_sha256
33,St-Luc / Chandolin,/fr/stations/st-luc--chandolin-33,Valais,VS,2,46.22001485,7.602442656,st_luc_chandolin,reviewed_alias,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
2772,Ste-Croix/Les Rasses,/fr/stations/ste-croix-les-rasses-2772,Vaud,VD,1,46.83110924,6.540968984,sainte_croix_les_rasses,reviewed_alias,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
4455,Sörenberg,/fr/stations/sorenberg-4455,Lucerne,LU,1,46.82077741140738,8.033935490337749,sorenberg,unique_normalised_label,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
3610,Thollon-les-Mémises,/fr/stations/thollon-les-memises-3610,France,France,1,46.39042442,6.717195576,,no_candidate,unresolved,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
34,Tramelan,/fr/stations/tramelan-34,Berne,BE,1,47.21539713,7.083220734,tramelan,unique_normalised_label,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
2779,Unterbäch,/fr/stations/unterbach-2779,Valais,VS,1,46.28422468,7.801266001,unterbach_brandalp,reviewed_alias,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
5521,Valbirse,/fr/stations/valbirse-5521,Berne,BE,1,47.23021170894445,7.270896468706806,,no_candidate,unresolved,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
87,Vallée de Joux,/fr/stations/vallee-de-joux-87,Vaud,VD,1,46.605868,6.232596,vallee_de_joux,unique_normalised_label,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
35,Vercorin,/fr/stations/vercorin-35,Valais,VS,1,46.25424695,7.533957009,vercorin,unique_normalised_label,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
37,Villars-Gryon,/fr/stations/villars-gryon-37,Vaud,VD,1,46.30373395,7.054979148,villars_gryon_villars_gryon_les_diablerets,reviewed_alias,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
2780,Visperterminen,/fr/stations/visperterminen-2780,Valais,VS,1,46.2587269,7.904512059,visperterminen,unique_normalised_label,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
3588,Wilerallmi,/fr/stations/wilerallmi-3588,Berne,BE,1,46.72478983,7.738445307,,no_candidate,unresolved,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
1383,Wiriehorn,/fr/stations/wiriehorn-1383,Berne,BE,1,46.61368981,7.532829777,wiriehorn_diemtigtal,reviewed_alias,candidate_match_scope_pending,True,2026-09-19T23:17:26.501601+00:00,MAGIC_CURRENT_MAP,https://www.magicpass.ch/fr/stations/map,7982ed874329de9524620805622c0742e65e9082674a98a13a6567ff05244def
