resort_id,resort_name_original,resort_name_canonical,url_station,match_method,manual_review,decision
balmberg,Balmberg Balmberg,Balmberg,https://www.bergfex.ch/balmberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
seebodenalp_kussnacht_am_rigi,Seebodenalp Seebodenalp - Küssnacht am Rigi,Seebodenalp - Küssnacht am Rigi,https://www.bergfex.ch/kuessnacht-rigi-seebodenalp/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
stoos,Stoos Stoos,Stoos,https://www.bergfex.ch/stoos/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
sorenberg,Sörenberg Sörenberg,Sörenberg,https://www.bergfex.ch/soerenberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
wagital_vorderthal,Wägital Wägital - Vorderthal,Wägital - Vorderthal,https://www.bergfex.ch/waegital-vorderthal/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
adelboden,Adelboden Adelboden,Adelboden,https://www.bergfex.ch/adelboden/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
aeschi,Aeschi Aeschi,Aeschi,https://www.bergfex.ch/aeschi/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
axalp_brienz,Axalp Axalp / Brienz,Axalp Brienz,https://www.bergfex.ch/axalp/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
beatenberg_niederhorn,Beatenberg Beatenberg - Niederhorn,Beatenberg - Niederhorn,https://www.bergfex.ch/beatenberg-niederhorn-hohwald/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
eggiwil,Eggiwil Eggiwil,Eggiwil,https://www.bergfex.ch/eggiwil/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
elsigenalp_metschalp_frutigen,Elsigenalp Elsigenalp - Metschalp Frutigen,Elsigenalp - Metschalp Frutigen,https://www.bergfex.ch/elsigen-metsch-frutigen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
engstligenalp_adelboden,Engstligenalp Engstligenalp - Adelboden,Engstligenalp - Adelboden,https://www.bergfex.ch/engstligenalp-adelboden/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
eriz,Eriz Eriz,Eriz,https://www.bergfex.ch/eriz/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
faltschen_reichenbach_im_kandertal,Faltschen Faltschen - Reichenbach im Kandertal,Faltschen - Reichenbach im Kandertal,https://www.bergfex.ch/faltschen-reichenbach-kandertal/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
gadmen,Gadmen Gadmen,Gadmen,https://www.bergfex.ch/gadmen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
grimmialp_diemtigtal,Grimmialp Grimmialp / Diemtigtal,Grimmialp Diemtigtal,https://www.bergfex.ch/grimmialp/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
gstaad,Gstaad Gstaad,Gstaad,https://www.bergfex.ch/gstaad/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
habkern,Habkern Habkern,Habkern,https://www.bergfex.ch/habkern/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
heiligenschwendi_hubelweid,Heiligenschwendi Heiligenschwendi - Hubelweid,Heiligenschwendi - Hubelweid,https://www.bergfex.ch/heiligenschwendi/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
jaunpass,Jaunpass Jaunpass,Jaunpass,https://www.bergfex.ch/jaunpass/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
kiental,Kiental Kiental,Kiental,https://www.bergfex.ch/kiental/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
lenk,Lenk Lenk,Lenk,https://www.bergfex.ch/lenk/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
meiringen_hasliberg,Meiringen Meiringen - Hasliberg,Meiringen - Hasliberg,https://www.bergfex.ch/meiringen-hasliberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
riffenmatt,Riffenmatt Riffenmatt,Riffenmatt,https://www.bergfex.ch/riffenmatt/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
rossberg_oberwil,Rossberg Rossberg - Oberwil,Rossberg - Oberwil,https://www.bergfex.ch/rossberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
schilthorn_jungfrau_ski_region_murren_schilthorn,Schilthorn Jungfrau Ski Region Mürren - Schilthorn,Schilthorn Jungfrau Ski Region Mürren - Schilthorn,https://www.bergfex.ch/muerren-schilthorn/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
schwanden_sigriswil_thunersee,Schwanden Schwanden - Sigriswil / Thunersee,Schwanden - Sigriswil Thunersee,https://www.bergfex.ch/schwanden-sigriswil/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
springenboden_diemtigtal,Springenboden Springenboden / Diemtigtal,Springenboden Diemtigtal,https://www.bergfex.ch/springenboden/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
wengen_jungfrau_ski_region_grindelwald_wengen,Wengen Jungfrau Ski Region Grindelwald - Wengen,Wengen Jungfrau Ski Region Grindelwald - Wengen,https://www.bergfex.ch/jungfrau-grindelwald-wengen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
wiriehorn_diemtigtal,Wiriehorn Wiriehorn / Diemtigtal,Wiriehorn Diemtigtal,https://www.bergfex.ch/wiriehorn/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
alpsteinblick_gonten,Alpsteinblick Alpsteinblick / Gonten,Alpsteinblick Gonten,https://www.bergfex.ch/alpsteinblick-gonten/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
amden,Amden Amden,Amden,https://www.bergfex.ch/amden/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
atzmannig,Atzmännig Atzmännig,Atzmännig,https://www.bergfex.ch/atzmaennig/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
bildhaus_am_ricken,Bildhaus Bildhaus am Ricken,Bildhaus am Ricken,https://www.bergfex.ch/bildhaus-ricken/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
braunwald,Braunwald Braunwald,Braunwald,https://www.bergfex.ch/braunwald/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
brulisau_brulisau_leugangen,Brülisau Brülisau-Leugangen,Brülisau Brülisau - Leugangen,https://www.bergfex.ch/bruelisau-leugangen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
buchserberg_skilift_buchserberg_malbun,Buchserberg Skilift Buchserberg-Malbun,Buchserberg Skilift Buchserberg - Malbun,https://www.bergfex.ch/buchserberg-malbun/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
degersheim,Degersheim Degersheim,Degersheim,https://www.bergfex.ch/degersheim/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
ebenalp_horn,Ebenalp-Horn Ebenalp-Horn,Ebenalp - Horn,https://www.bergfex.ch/ebenalp/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
egg_hallau,Egg / Hallau Egg / Hallau,Egg Hallau,https://www.bergfex.ch/egg-hallau/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
elm,Elm Elm,Elm,https://www.bergfex.ch/elm/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
flumserberg,Flumserberg Flumserberg,Flumserberg,https://www.bergfex.ch/flumserberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
grub_kaien,Grub / Kaien Grub / Kaien,Grub Kaien,https://www.bergfex.ch/grub-kaien/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
hamberg_gahwil,Hamberg Hamberg - Gähwil,Hamberg - Gähwil,https://www.bergfex.ch/hamberg-gaehwil/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
heiden_bischofsberg,Heiden Heiden / Bischofsberg,Heiden Bischofsberg,https://www.bergfex.ch/heiden-bischofsberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
hemberg,Hemberg Hemberg,Hemberg,https://www.bergfex.ch/hemberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
hornli_schonengrund,Hörnli Hörnli - Schönengrund,Hörnli - Schönengrund,https://www.bergfex.ch/hoernli-schoenengrund/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
jakobsbad_kronberg,Jakobsbad Jakobsbad - Kronberg,Jakobsbad - Kronberg,https://www.bergfex.ch/jakobsbad-kronberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
kerenzerberg,Kerenzerberg Kerenzerberg,Kerenzerberg,https://www.bergfex.ch/kerenzerberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
klausenbohl_gais_klausenbohl,Klausenböhl Gais / Klausenböhl,Klausenböhl Gais / Klausenböhl,https://www.bergfex.ch/gais-klausenboehl/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
oberegg_st_anton,Oberegg Oberegg / St. Anton,Oberegg St. Anton,https://www.bergfex.ch/oberegg-sankt-anton/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
oberhelfenschwil,Oberhelfenschwil Oberhelfenschwil,Oberhelfenschwil,https://www.bergfex.ch/oberhelfenschwil/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
opfershofen_skilift_stich_opfertshofen,Opfershofen Skilift Stich / Opfertshofen,Opfershofen Skilift Stich / Opfertshofen,https://www.bergfex.ch/stich-opfertshofen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
osteregg_urnasch_osteregg,Osteregg Urnäsch / Osteregg,Osteregg Urnäsch / Osteregg,https://www.bergfex.ch/urnaesch-osteregg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
pizol_bad_ragaz_wangs,Pizol Pizol - Bad Ragaz - Wangs,Pizol - Bad Ragaz - Wangs,https://www.bergfex.ch/pizol/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
schilt_mollis,Schilt Schilt / Mollis,Schilt Mollis,https://www.bergfex.ch/schilt/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
schwellbrunn,Schwellbrunn Schwellbrunn,Schwellbrunn,https://www.bergfex.ch/schwellbrunn/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
tannenberg_skiarena_tannenberg_waldkirch,Tannenberg Skiarena Tannenberg / Waldkirch,Tannenberg Skiarena Tannenberg / Waldkirch,https://www.bergfex.ch/skiarena-tannenberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
tanzboden_ebnat_kappel,Tanzboden Tanzboden / Ebnat-Kappel,Tanzboden Ebnat - Kappel,https://www.bergfex.ch/tanzboden-ebnat-kappel/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
toggenburg_chaserrugg_alt_st_johann_unterwasser,Toggenburg Toggenburg - Chäserrugg / Alt St. Johann / Unterwasser,Toggenburg - Chäserrugg Alt St. Johann Unterwasser,https://www.bergfex.ch/toggenburg-chaeserrugg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
toggenburg_wildhaus,Toggenburg Toggenburg / Wildhaus,Toggenburg Wildhaus,https://www.bergfex.ch/toggenburg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
tristeli_st_margarethenberg,Tristeli Tristeli / St. Margarethenberg,Tristeli St. Margarethenberg,https://www.bergfex.ch/tristeli-st-margarethenberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
vogelinsegg_speicher,Vögelinsegg Vögelinsegg / Speicher,Vögelinsegg Speicher,https://www.bergfex.ch/voegelsinsegg-speicher/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
wolzenalp_krummenau,Wolzenalp Wolzenalp / Krummenau,Wolzenalp Krummenau,https://www.bergfex.ch/wolzenalp-krummenau/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
airolo_luina,Airolo Airolo - Lüina,Airolo - Lüina,https://www.bergfex.ch/airolo-luina/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
airolo_pescium_airolo_pescium,Airolo-Pesciüm Airolo - Pesciüm,Airolo - Pesciüm Airolo - Pesciüm,https://www.bergfex.ch/airolo/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
alpe_di_neggia,Alpe di Neggia Alpe di Neggia,Alpe di Neggia,https://www.bergfex.ch/alpe-di-neggia/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
bedea_novaggio,Bedea Novaggio Bedea Novaggio,Bedea Novaggio,https://www.bergfex.ch/bedea-novaggio/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
bedrina_dalpe,Bedrina Dalpe Bedrina Dalpe,Bedrina Dalpe,https://www.bergfex.ch/bedrina-dalpe/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
bosco_gurin,Bosco Gurin Bosco Gurin,Bosco Gurin,https://www.bergfex.ch/bosco-gurin/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
campo_blenio_ghirone,Campo Blenio Campo Blenio - Ghirone,Campo Blenio - Ghirone,https://www.bergfex.ch/campo-blenio/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
cardada_cimetta_locarno,Cardada Cimetta Cardada Cimetta / Locarno,Cardada Cimetta Locarno,https://www.bergfex.ch/locarno-orselina-cardada/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
cari,Carì Carì,Carì,https://www.bergfex.ch/cari/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
cioss_prato_bedretto,Cioss Prato Cioss Prato / Bedretto,Cioss Prato Bedretto,https://www.bergfex.ch/cioss-prato-bedretto/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
mogno,Mogno Mogno,Mogno,https://www.bergfex.ch/mogno/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
nara_leontica_cancori,Nara Nara / Leontica-Cancorì,Nara Leontica - Cancorì,https://www.bergfex.ch/nara-leontica-cancori/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
piano_di_peccia,Piano di Peccia Piano di Peccia,Piano di Peccia,https://www.bergfex.ch/piano-di-peccia/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
prato_leventina,Prato Leventina Prato Leventina,Prato Leventina,https://www.bergfex.ch/prato-leventina/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
aletsch_arena_riederalp_bettmeralp_fiesch_eggishorn,Aletsch Arena Aletsch Arena / Riederalp - Bettmeralp - Fiesch-Eggishorn,Aletsch Arena Riederalp - Bettmeralp - Fiesch - Eggishorn,https://www.bergfex.ch/aletsch-arena/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
anzere,Anzère Anzère,Anzère,https://www.bergfex.ch/anzere/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
arolla,Arolla Arolla,Arolla,https://www.bergfex.ch/arolla/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
avoriaz_1800_portes_du_soleil,Avoriaz 1800 Avoriaz 1800 / Portes du Soleil,Avoriaz 1800 Portes du Soleil,https://www.bergfex.ch/avoriaz/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
belalp,Belalp Belalp,Belalp,https://www.bergfex.ch/belalp/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
bellwald,Bellwald Bellwald,Bellwald,https://www.bergfex.ch/bellwald/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
bruson_verbier,Bruson Bruson - Verbier,Bruson - Verbier,https://www.bergfex.ch/bruson/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
champex_lac,Champex - Lac Champex - Lac,Champex - Lac,https://www.bergfex.ch/champex/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
champery_les_crosets_champoussin_morgins_portes_du_soleil,Champéry Champéry - Les Crosets - Champoussin - Morgins / Portes du Soleil,Champéry - Les Crosets - Champoussin - Morgins Portes du Soleil,https://www.bergfex.ch/champery/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
chapelle_abondance_la_chapelle_d_abondance_portes_du_soleil,Chapelle Abondance La Chapelle d'Abondance / Portes du Soleil,Chapelle Abondance La Chapelle d'Abondance / Portes du Soleil,https://www.bergfex.ch/la-chapelle-dabondance/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
chatel_portes_du_soleil,Châtel Châtel / Portes du Soleil,Châtel Portes du Soleil,https://www.bergfex.ch/chatel/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
crans_montana_crans_montana,Crans-Montana Crans - Montana,Crans - Montana Crans - Montana,https://www.bergfex.ch/crans-montana/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
eischoll_sportbahnen_eischoll,Eischoll Sportbahnen Eischoll,Eischoll Sportbahnen Eischoll,https://www.bergfex.ch/sportbahnen-eischoll/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
evolene,Evolène Evolène,Evolène,https://www.bergfex.ch/evolene/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
gampel_jeizinen_jeizinen_feselalpe_gampel,Gampel-Jeizinen Jeizinen - Feselalpe / Gampel,Gampel - Jeizinen Jeizinen - Feselalpe / Gampel,https://www.bergfex.ch/jeizinen-engersch-gampel/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
grimentz_zinal_grimentz_zinal,Grimentz/​Zinal Grimentz - Zinal,Grimentz/Zinal Grimentz - Zinal,https://www.bergfex.ch/grimentz-zinal/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
grachen,Grächen Grächen,Grächen,https://www.bergfex.ch/graechen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
hohsaas_saas_grund_hohsaas,Hohsaas Saas Grund - Hohsaas,Hohsaas Saas Grund - Hohsaas,https://www.bergfex.ch/hohsaas-saas-grund/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
la_forclaz,La Forclaz La Forclaz,La Forclaz,https://www.bergfex.ch/laforclaz/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
la_lorette_bourg_saint_pierre,La Lorette La Lorette / Bourg-Saint-Pierre,La Lorette Bourg - Saint - Pierre,https://www.bergfex.ch/la-lorette-bourg-saint-pierre/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
la_tzoumaz_mayens_de_riddes,La Tzoumaz La Tzoumaz - Mayens de Riddes,La Tzoumaz - Mayens de Riddes,https://www.bergfex.ch/latzoumaz/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
lauchernalp_lotschental,Lauchernalp Lauchernalp - Lötschental,Lauchernalp - Lötschental,https://www.bergfex.ch/lauchernalp/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
les_marecottes,Les Marécottes Les Marécottes,Les Marécottes,https://www.bergfex.ch/les-marecottes/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
leukerbad,Leukerbad Leukerbad,Leukerbad,https://www.bergfex.ch/leukerbad/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
mont_noble_nax,Mont-Noble Mont-Noble / Nax,Mont - Noble Nax,https://www.bergfex.ch/mont-noble-nax/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
moosalpregion,Moosalpregion Moosalpregion,Moosalpregion,https://www.bergfex.ch/moosalpregion/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
nendaz_4_vallees,Nendaz Nendaz / 4 Vallées,Nendaz 4 Vallées,https://www.bergfex.ch/nendaz-4-vallees/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
obergoms_goms,Obergoms Obergoms / Goms,Obergoms Goms,https://www.bergfex.ch/obergoms/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
ovronnaz,Ovronnaz Ovronnaz,Ovronnaz,https://www.bergfex.ch/ovronnaz/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
rosswald,Rosswald Rosswald,Rosswald,https://www.bergfex.ch/rosswald/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
rothwald_wasenalp_am_simplon,Rothwald Rothwald - Wasenalp am Simplon,Rothwald - Wasenalp am Simplon,https://www.bergfex.ch/rothwald-wasenalp-simplon/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
saas_almagell,Saas Almagell Saas Almagell,Saas Almagell,https://www.bergfex.ch/saas-almagell/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
saas_fee,Saas-Fee Saas-Fee,Saas - Fee,https://www.bergfex.ch/saas-fee/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
st_luc_chandolin,St-Luc St-Luc / Chandolin,St - Luc Chandolin,https://www.bergfex.ch/funiluc/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
staldenried_gspon,Staldenried Staldenried - Gspon,Staldenried - Gspon,https://www.bergfex.ch/staldenried-gspon/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
thyon_4_vallees,Thyon Thyon / 4 Vallées,Thyon 4 Vallées,https://www.bergfex.ch/thyon-4-vallees/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
torgon_portes_du_soleil,Torgon Torgon / Portes du Soleil,Torgon Portes du Soleil,https://www.bergfex.ch/torgon/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
unterbach_brandalp,Unterbäch Unterbäch - Brandalp,Unterbäch - Brandalp,https://www.bergfex.ch/unterbaech/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
val_ferret_la_fouly,Val Ferret Val Ferret - La Fouly,Val Ferret - La Fouly,https://www.bergfex.ch/la-fouly/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
verbier_4_vallees,Verbier Verbier / 4 Vallées,Verbier 4 Vallées,https://www.bergfex.ch/verbier/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
vercorin,Vercorin Vercorin,Vercorin,https://www.bergfex.ch/vercorin/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
veysonnaz_4_vallees,Veysonnaz Veysonnaz / 4 Vallées,Veysonnaz 4 Vallées,https://www.bergfex.ch/veysonnaz-4-vallees/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
vicheres_liddes_vicheres,Vichères Liddes - Vichères,Vichères Liddes - Vichères,https://www.bergfex.ch/vicheres/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
visperterminen,Visperterminen Visperterminen,Visperterminen,https://www.bergfex.ch/visperterminen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
zermatt,Zermatt Zermatt,Zermatt,https://www.bergfex.ch/zermatt/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
glacier_3000_les_diablerets,Glacier 3000 Glacier 3000 - Les Diablerets,Glacier 3000 - Les Diablerets,https://www.bergfex.ch/diablerets/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
